;precision;recall;f1-score;support
0;0.6526315789473685;0.2564102564102564;0.3681710213776722;1209.0
1;0.5986394557823129;0.12359550561797752;0.2048894062863795;712.0
2;0.0;0.0;0.0;231.0
3;0.7293233082706767;0.13305898491083676;0.2250580046403712;729.0
4;0.7677725118483413;0.32270916334661354;0.4544179523141655;502.0
5;0.0;0.0;0.0;70.0
6;0.0;0.0;0.0;138.0
7;0.0;0.0;0.0;120.0
8;0.0;0.0;0.0;59.0
9;0.8602150537634409;0.10568031704095113;0.18823529411764706;757.0
10;0.0;0.0;0.0;71.0
11;0.6818181818181818;0.06756756756756757;0.12295081967213116;222.0
12;1.0;0.007874015748031496;0.015625;127.0
13;0.0;0.0;0.0;152.0
14;0.8113207547169812;0.23497267759562843;0.364406779661017;183.0
15;0.732120451693852;0.45782659866614356;0.5633598841419261;2549.0
16;0.0;0.0;0.0;262.0
17;1.0;0.013986013986013986;0.027586206896551724;143.0
18;0.0;0.0;0.0;69.0
19;0.645320197044335;0.258128078817734;0.3687543983110485;1015.0
20;0.0;0.0;0.0;134.0
21;0.8709677419354839;0.2125984251968504;0.34177215189873417;254.0
22;0.7039889958734525;0.6624385192855293;0.6825820218724993;3863.0
23;0.0;0.0;0.0;77.0
24;0.6733668341708543;0.17402597402597403;0.27657378740970073;770.0
25;0.7037037037037037;0.095;0.16740088105726875;400.0
26;0.0;0.0;0.0;79.0
27;0.8708133971291866;0.44014510278113667;0.5847389558232933;827.0
28;0.6;0.00411522633744856;0.008174386920980927;729.0
29;0.8148148148148148;0.08461538461538462;0.15331010452961671;260.0
30;0.8333333333333334;0.030864197530864196;0.05952380952380952;162.0
31;0.782608695652174;0.13740458015267176;0.2337662337662338;131.0
32;0.0;0.0;0.0;105.0
33;0.0;0.0;0.0;76.0
34;0.5641025641025641;0.046218487394957986;0.0854368932038835;476.0
35;0.5333333333333333;0.05466970387243736;0.09917355371900827;439.0
36;0.0;0.0;0.0;91.0
37;0.0;0.0;0.0;163.0
38;1.0;0.003676470588235294;0.007326007326007326;272.0
39;0.8;0.026490066225165563;0.05128205128205128;151.0
40;0.0;0.0;0.0;226.0
41;0.6269662921348315;0.21933962264150944;0.32498543972044264;1272.0
42;0.0;0.0;0.0;118.0
43;0.8351648351648352;0.3140495867768595;0.4564564564564565;484.0
44;0.9054054054054054;0.4072948328267477;0.5618448637316562;658.0
45;0.5;0.008064516129032258;0.015873015873015872;248.0
46;0.0;0.0;0.0;133.0
47;1.0;0.023809523809523808;0.046511627906976744;126.0
48;0.84;0.15328467153284672;0.25925925925925924;137.0
49;1.0;0.029850746268656716;0.05797101449275362;67.0
50;0.0;0.0;0.0;130.0
51;0.0;0.0;0.0;130.0
52;0.3333333333333333;0.012658227848101266;0.024390243902439022;158.0
53;0.0;0.0;0.0;138.0
54;0.6769825918762089;0.26758409785932724;0.3835616438356165;1308.0
55;0.6481481481481481;0.18889745566692367;0.29253731343283584;1297.0
56;0.9791666666666666;0.24867724867724866;0.39662447257383965;189.0
micro avg;0.7155848228284729;0.2674427689663255;0.38936442485425854;25598.0
macro avg;0.46623442422217226;0.10223827803072258;0.1486759817006542;25598.0
weighted avg;0.6372011249630432;0.2674427689663255;0.3405019248109517;25598.0
samples avg;0.5516425992779782;0.3106819831458821;0.36099806464427403;25598.0
