;precision;recall;f1-score;support
0;0.3524416135881104;0.7522658610271903;0.48;662.0
1;0.3022151898734177;0.7549407114624506;0.4316384180790961;506.0
2;0.1697674418604651;0.6666666666666666;0.27062094531974046;219.0
3;0.3117229129662522;0.7076612903225806;0.4327990135635018;496.0
4;0.4085106382978723;0.6442953020134228;0.5;298.0
5;0.33112582781456956;0.47619047619047616;0.390625;105.0
6;0.3316582914572864;0.7096774193548387;0.4520547945205479;186.0
7;0.3515439429928741;0.729064039408867;0.47435897435897434;203.0
8;0.41114982578397213;0.7814569536423841;0.5388127853881279;151.0
9;0.27045908183632733;0.6809045226130653;0.38714285714285707;398.0
10;0.6;0.6617647058823529;0.6293706293706294;136.0
11;0.3263888888888889;0.3983050847457627;0.35877862595419846;118.0
12;0.5;0.676923076923077;0.5751633986928105;195.0
13;0.4529616724738676;0.6435643564356436;0.5316973415132924;202.0
14;0.3858267716535433;0.6405228758169934;0.48157248157248156;153.0
15;0.4214508233199822;0.8206239168110918;0.5568950308732726;1154.0
16;0.24277456647398843;0.5833333333333334;0.34285714285714286;216.0
17;0.29102167182662536;0.5766871165644172;0.38683127572016457;163.0
18;0.43956043956043955;0.6451612903225806;0.522875816993464;124.0
19;0.2992125984251969;0.7715736040609137;0.4312056737588653;591.0
20;0.22264875239923224;0.6480446927374302;0.3314285714285714;179.0
21;0.45625;0.474025974025974;0.464968152866242;154.0
22;0.6934125804853888;0.7555315704263357;0.7231404958677686;1853.0
23;0.24803149606299213;0.5727272727272728;0.34615384615384615;110.0
24;0.3494085532302093;0.7529411764705882;0.47731510254816656;510.0
25;0.2871287128712871;0.6946107784431138;0.4063047285464098;334.0
26;0.33189655172413796;0.6695652173913044;0.4438040345821326;115.0
27;0.37996688741721857;0.7982608695652174;0.5148625911385306;575.0
28;0.22875;0.760914760914761;0.35175396444017304;481.0
29;0.28106508875739644;0.5428571428571428;0.3703703703703703;175.0
30;0.29607250755287007;0.6049382716049383;0.3975659229208925;162.0
31;0.4449152542372881;0.65625;0.5303030303030303;160.0
32;0.2891566265060241;0.46153846153846156;0.3555555555555556;104.0
33;0.3888888888888889;0.6774193548387096;0.4941176470588235;124.0
34;0.25142045454545453;0.6188811188811189;0.3575757575757576;286.0
35;0.23799126637554585;0.6468842729970327;0.3479648842777334;337.0
36;0.3716216216216216;0.5045871559633027;0.4280155642023346;109.0
37;0.20411663807890223;0.6432432432432432;0.3098958333333333;185.0
38;0.244173140954495;0.7260726072607261;0.36544850498338866;303.0
39;0.30403800475059384;0.6994535519125683;0.423841059602649;183.0
40;0.2505091649694501;0.6212121212121212;0.35703918722786643;198.0
41;0.32710280373831774;0.7668231611893583;0.458586803930744;639.0
42;0.2631578947368421;0.6470588235294118;0.37414965986394555;170.0
43;0.28994845360824745;0.6502890173410405;0.40106951871657753;346.0
44;0.36996336996337;0.45089285714285715;0.4064386317907444;224.0
45;0.46616541353383456;0.45255474452554745;0.4592592592592592;137.0
46;0.3017241379310345;0.5737704918032787;0.39548022598870053;122.0
47;0.4146341463414634;0.6891891891891891;0.5177664974619289;148.0
48;0.39603960396039606;0.5298013245033113;0.453257790368272;151.0
49;0.49230769230769234;0.5565217391304348;0.5224489795918368;115.0
50;0.2883895131086142;0.5703703703703704;0.38308457711442784;135.0
51;0.28125;0.5882352941176471;0.38054968287526425;153.0
52;0.29545454545454547;0.5842696629213483;0.39245283018867927;178.0
53;0.2804878048780488;0.5679012345679012;0.37551020408163266;162.0
54;0.35783783783783785;0.817283950617284;0.49774436090225554;810.0
55;0.3534090909090909;0.8360215053763441;0.4968051118210863;744.0
56;0.378698224852071;0.460431654676259;0.4155844155844156;139.0
micro avg;0.3411721735221398;0.7024759921323614;0.4592836340254926;17286.0
macro avg;0.3424179811172645;0.6419817059580887;0.4368932203544301;17286.0
weighted avg;0.3727384360800004;0.7024759921323614;0.4749360453656906;17286.0
samples avg;0.4134904679436227;0.6579287266835356;0.462998357684442;17286.0
