;precision;recall;f1-score;support
0;0.7906976744186046;0.33116883116883117;0.46681922196796344;616.0
1;0.725925925925926;0.20545073375262055;0.32026143790849676;477.0
2;1.0;0.004201680672268907;0.008368200836820083;238.0
3;0.8166666666666667;0.23501199040767387;0.3649906890130354;417.0
4;0.9305555555555556;0.24723247232472326;0.3906705539358601;271.0
5;1.0;0.0078125;0.015503875968992248;128.0
6;1.0;0.04678362573099415;0.08938547486033518;171.0
7;1.0;0.055299539170506916;0.10480349344978167;217.0
8;1.0;0.006666666666666667;0.013245033112582783;150.0
9;0.9743589743589743;0.09112709832134293;0.16666666666666669;417.0
10;1.0;0.007633587786259542;0.015151515151515152;131.0
11;0.7037037037037037;0.15079365079365079;0.2483660130718954;126.0
12;0.8823529411764706;0.09803921568627451;0.1764705882352941;153.0
13;0.8666666666666667;0.07692307692307693;0.14130434782608695;169.0
14;0.9629629629629629;0.3333333333333333;0.4952380952380952;156.0
15;0.7951289398280802;0.4735494880546075;0.5935828877005348;1172.0
16;0.0;0.0;0.0;221.0
17;0.9090909090909091;0.060240963855421686;0.11299435028248588;166.0
18;0.7894736842105263;0.12605042016806722;0.2173913043478261;119.0
19;0.7535545023696683;0.2750865051903114;0.40304182509505704;578.0
20;0.9090909090909091;0.05235602094240838;0.099009900990099;191.0
21;0.9259259259259259;0.15337423312883436;0.2631578947368421;163.0
22;0.7632;0.7627931769722814;0.7629965342575313;1876.0
23;0.0;0.0;0.0;110.0
24;0.8188976377952756;0.22857142857142856;0.35738831615120276;455.0
25;0.7846153846153846;0.16943521594684385;0.2786885245901639;301.0
26;0.0;0.0;0.0;129.0
27;0.9478527607361963;0.515;0.6673866090712743;600.0
28;1.0;0.015151515151515152;0.02985074626865672;528.0
29;1.0;0.116751269035533;0.2090909090909091;197.0
30;0.9166666666666666;0.06790123456790123;0.1264367816091954;162.0
31;0.9302325581395349;0.2777777777777778;0.4278074866310161;144.0
32;0.0;0.0;0.0;120.0
33;0.5714285714285714;0.037037037037037035;0.06956521739130435;108.0
34;0.7297297297297297;0.10266159695817491;0.18;263.0
35;0.7555555555555555;0.1027190332326284;0.18085106382978722;331.0
36;1.0;0.027522935779816515;0.05357142857142857;109.0
37;0.0;0.0;0.0;186.0
38;0.8;0.029411764705882353;0.05673758865248227;272.0
39;0.9166666666666666;0.12359550561797752;0.21782178217821782;178.0
40;0.8333333333333334;0.022222222222222223;0.043290043290043295;225.0
41;0.7021276595744681;0.21052631578947367;0.3239263803680982;627.0
42;0.0;0.0;0.0;161.0
43;0.9180327868852459;0.3684210526315789;0.5258215962441314;304.0
44;0.8688524590163934;0.2217573221757322;0.35333333333333333;239.0
45;0.0;0.0;0.0;136.0
46;0.8333333333333334;0.042735042735042736;0.08130081300813008;117.0
47;0.8181818181818182;0.12080536912751678;0.2105263157894737;149.0
48;0.9444444444444444;0.2537313432835821;0.39999999999999997;134.0
49;1.0;0.14423076923076922;0.25210084033613445;104.0
50;1.0;0.055900621118012424;0.10588235294117647;161.0
51;0.5;0.00641025641025641;0.012658227848101266;156.0
52;0.88;0.1111111111111111;0.19730941704035873;198.0
53;0.0;0.0;0.0;149.0
54;0.7702349869451697;0.36691542288557216;0.49705139005897214;804.0
55;0.7604790419161677;0.327741935483871;0.4580703336339044;775.0
56;0.9642857142857143;0.20930232558139536;0.3439490445859873;129.0
micro avg;0.7991039426523298;0.26100444860688365;0.3934874691140134;17084.0
macro avg;0.7449878430035302;0.1416890567582247;0.21280414819591723;17084.0
weighted avg;0.7753154299522518;0.26100444860688365;0.34157181111608736;17084.0
samples avg;0.6455202188595366;0.2618395696236168;0.34669272244517785;17084.0
